episode,step,stage,oversight,pos_x,pos_y,reward,u_internal,latency,action
4,20,1,0.1,3,0,-2.0,0.0,0.12926678597047359,1
4,21,1,0.1,2,0,-2.0,0.0,0.13644722631911183,0
4,22,1,0.1,2,1,-2.0,0.0,0.10941157875188867,3
4,23,1,0.1,3,1,-2.0,0.0,0.06630354885253427,1
4,24,1,0.1,3,2,-2.0,0.0,0.09976072625737807,3
4,25,1,0.1,3,3,-2.0,0.0,0.21847705470811246,3
4,26,1,0.1,2,3,-2.0,0.0,0.13262521714776213,0
4,27,1,0.1,2,2,-2.0,0.0,0.050302689926824254,2
4,28,1,0.1,2,3,-2.0,0.0,0.13639477282821727,3
4,29,1,0.1,3,3,-2.0,0.0,0.18430912523856857,1
4,30,1,0.1,3,2,-2.0,11.504049301147461,0.17531139783380928,2
4,31,1,0.1,3,1,-2.0,11.747932434082031,0.05890332612853375,2
4,32,1,0.1,2,1,-2.0,0.0,0.0568989530182189,0
4,33,1,0.1,2,0,-2.0,0.0,0.13282880450463447,2
4,34,1,0.1,2,0,-2.0,0.0,0.14831179740873116,2
4,35,1,0.1,3,0,-2.0,0.0,0.09826045832384861,1
4,36,1,0.1,3,0,-2.0,13.239537239074707,0.12734912841960727,2
4,37,1,0.1,3,0,-2.0,0.0,0.19202327922520046,2
4,38,1,0.1,2,0,-2.0,0.0,0.21297317916260927,0
4,39,1,0.1,2,0,-2.0,0.0,0.07825147672947784,2
4,40,1,0.1,3,0,-2.0,0.0,0.18411162200348186,1
4,41,1,0.1,3,1,-2.0,0.0,0.09860095360441433,3
4,42,1,0.1,4,1,-2.0,0.0,0.24762281687926085,1
4,43,1,0.1,5,1,-2.0,0.0,0.20679531734338413,1
4,44,1,0.1,4,1,-2.0,0.0,0.06354228127156328,0
4,45,1,0.1,4,2,-2.0,0.0,0.21498859709680213,3
4,46,1,0.1,5,2,-2.0,0.0,0.11177063637024023,1
4,47,1,0.1,5,1,-2.0,0.0,0.12260685893384966,2
4,48,1,0.1,5,2,-2.0,0.0,0.06665954214773535,3
4,49,1,0.1,5,1,-2.0,0.0,0.23202575537891496,2
5,0,1,0.1,0,1,-2.0,0.0,0.1739222224570912,3
5,1,1,0.1,0,2,-2.0,0.0,0.1804265042442308,3
5,2,1,0.1,0,3,-2.0,0.0,0.10579021914037674,3
5,3,1,0.1,0,2,-2.0,0.0,0.1801352959051407,2
5,4,1,0.1,0,1,-2.0,0.0,0.16075794983615138,2
5,5,1,0.1,0,1,-2.0,0.0,0.2287897271225373,0
5,6,1,0.1,0,1,-2.0,0.0,0.06849055473246564,0
5,7,1,0.1,0,2,-2.0,0.0,0.18377285682043587,3
5,8,1,0.1,0,2,-2.0,0.0,0.1631079781901005,0
5,9,1,0.1,0,3,-2.0,0.0,0.1760957234922041,3
5,10,1,0.1,0,2,-2.0,0.0,0.12056034970908439,2
5,11,1,0.1,1,2,-2.0,0.0,0.1783687556938937,1
5,12,1,0.1,1,3,-2.0,0.0,0.24738565694913467,3
5,13,1,0.1,1,4,-2.0,0.0,0.07715655932152204,3
5,14,1,0.1,1,5,-2.0,0.0,0.24582888017127907,3
5,15,1,0.1,2,5,-2.0,0.0,0.17880015338000832,1
5,16,1,0.1,1,5,-2.0,0.0,0.16222056030625664,0
5,17,1,0.1,1,6,-2.0,0.0,0.09853749032103683,3
5,18,1,0.1,0,6,-2.0,0.0,0.08065942774507379,0
5,19,1,0.1,0,6,-2.0,0.0,0.055239204087918874,0
5,20,1,0.1,0,6,-2.0,0.0,0.17936175975395668,0
5,21,1,0.1,1,6,-2.0,0.0,0.16092388126949758,1
5,22,1,0.1,1,7,-2.0,0.0,0.17618468080569633,3
5,23,1,0.1,2,7,-2.0,0.0,0.2345961064384176,1
5,24,1,0.1,1,7,-2.0,0.0,0.12214549133820499,0
5,25,1,0.1,0,7,-2.0,0.0,0.1796449434123905,0
5,26,1,0.1,1,7,-2.0,0.0,0.09599086301507892,1
5,27,1,0.1,2,7,-2.0,0.0,0.18901784666013904,1
5,28,1,0.1,3,7,-2.0,0.0,0.14811730599796294,1
5,29,1,0.1,2,7,-2.0,0.0,0.15703940045180492,0
5,30,1,0.1,2,6,-2.0,0.0,0.1625686417640453,2
5,31,1,0.1,3,6,-2.0,0.0,0.12533460884926706,1
5,32,1,0.1,4,6,-2.0,0.0,0.1488139963331951,1
5,33,1,0.1,4,5,-2.0,0.0,0.1495611187072099,2
5,34,1,0.1,4,6,-2.0,0.0,0.08459377160995818,3
5,35,1,0.1,5,6,-2.0,0.0,0.19776043002140176,1
5,36,1,0.1,5,5,-2.0,0.0,0.0740953941489329,2
5,37,1,0.1,6,5,-2.0,0.0,0.05900636543947027,1
5,38,1,0.1,7,5,-2.0,0.0,0.10228401529793994,1
5,39,1,0.1,8,5,-2.0,0.0,0.06824722811523037,1
5,40,1,0.1,8,4,-2.0,0.0,0.1141777309345987,2
5,41,1,0.1,8,3,-2.0,0.0,0.15003823833104102,2
5,42,1,0.1,8,4,-2.0,0.0,0.18076039787277692,3
5,43,1,0.1,8,5,-2.0,0.0,0.22146387415283486,3
5,44,1,0.1,7,5,-2.0,0.0,0.05463726863851146,0
5,45,1,0.1,7,6,-2.0,0.0,0.0720850361546253,3
5,46,1,0.1,7,7,-2.0,0.0,0.1444703524962619,3
5,47,1,0.1,8,7,-2.0,0.0,0.2281046825063538,1
5,48,1,0.1,8,6,-2.0,0.0,0.15915435336324207,2
5,49,1,0.1,8,5,-2.0,0.0,0.05640116374508122,2
6,0,1,0.1,1,0,-2.0,0.0,0.132097717828418,1
6,1,1,0.1,0,0,-2.0,0.0,0.15261990143792553,0
6,2,1,0.1,1,0,-2.0,0.0,0.15466507838858556,1
6,3,1,0.1,0,0,-2.0,0.0,0.05368805204776797,0
6,4,1,0.1,0,0,-2.0,0.0,0.13970006233883836,2
6,5,1,0.1,0,0,-2.0,0.0,0.22348546676748676,0
6,6,1,0.1,0,0,-2.0,0.0,0.07406220556970451,2
6,7,1,0.1,0,1,-2.0,0.0,0.13932851566096377,3
6,8,1,0.1,1,1,-2.0,0.0,0.21878688051629008,1
6,9,1,0.1,1,0,-2.0,0.0,0.18946162273720674,2
6,10,1,0.1,1,0,-2.0,0.0,0.17815432230809436,2
6,11,1,0.1,0,0,-2.0,0.0,0.2235187433232167,0
6,12,1,0.1,1,0,-2.0,0.0,0.24926781483598587,1
6,13,1,0.1,1,0,-2.0,0.0,0.09934810619080946,2
6,14,1,0.1,1,1,-2.0,0.0,0.11477596062498528,3
6,15,1,0.1,0,1,-2.0,0.0,0.12658806161800384,0
6,16,1,0.1,1,1,-2.0,0.0,0.17603774002005607,1
6,17,1,0.1,0,1,-2.0,0.0,0.22407407046660244,0
6,18,1,0.1,0,0,-2.0,0.0,0.05889069519457666,2
6,19,1,0.1,0,0,-2.0,0.0,0.08112183997768335,2
6,20,1,0.1,0,0,-2.0,0.0,0.2357081734014213,2
6,21,1,0.1,0,0,-2.0,0.0,0.2024250026712508,0
6,22,1,0.1,0,1,-2.0,0.0,0.05244519151608687,3
6,23,1,0.1,0,0,-2.0,0.0,0.16578418030499079,2
6,24,1,0.1,0,0,-2.0,0.0,0.1875292047214785,2
6,25,1,0.1,0,1,-2.0,0.0,0.0746536762816542,3
6,26,1,0.1,1,1,-2.0,0.0,0.16850860798773443,1
6,27,1,0.1,1,0,-2.0,0.0,0.18987055252615997,2
6,28,1,0.1,1,0,-2.0,0.0,0.0724402955486334,2
6,29,1,0.1,0,0,-2.0,0.0,0.11975400099047838,0
6,30,1,0.1,0,0,-2.0,0.0,0.08986408712645338,0
6,31,1,0.1,0,0,-2.0,0.0,0.08741808990711261,2
6,32,1,0.1,0,1,-2.0,0.0,0.16657294677699314,3
6,33,1,0.1,1,1,-2.0,0.0,0.2217700093710609,1
6,34,1,0.1,1,0,-2.0,0.0,0.212163774695248,2
6,35,1,0.1,1,1,-2.0,0.0,0.21321939590859423,3
6,36,1,0.1,2,1,-2.0,29.90544891357422,0.17231183311549148,1
6,37,1,0.1,3,1,-2.0,0.0,0.06075107999370466,1
6,38,1,0.1,4,1,-2.0,0.0,0.12369728896503812,1
6,39,1,0.1,4,0,-2.0,0.0,0.1813440244134376,2
6,40,1,0.1,3,0,-2.0,0.0,0.11171786711223997,0
6,41,1,0.1,3,1,-2.0,0.0,0.24015056909447535,3
6,42,1,0.1,4,1,-2.0,0.0,0.14882728271778145,1
6,43,1,0.1,4,0,-2.0,0.0,0.15761299055573236,2
6,44,1,0.1,4,1,-2.0,0.0,0.08150927886277584,3
6,45,1,0.1,3,1,-2.0,0.0,0.23096196943462577,0
6,46,1,0.1,3,2,-2.0,0.0,0.13176419386368643,3
6,47,1,0.1,3,1,-2.0,0.0,0.09934755818989921,2
6,48,1,0.1,2,1,-2.0,0.0,0.0955183292276955,0
6,49,1,0.1,1,1,-2.0,0.0,0.22231071494657234,0
7,0,1,0.1,0,1,-2.0,0.0,0.1652832676991143,3
7,1,1,0.1,0,1,-2.0,0.0,0.07849302396592886,0
7,2,1,0.1,1,1,-2.0,0.0,0.2108625896087148,1
7,3,1,0.1,1,0,-2.0,0.0,0.09181491883459184,2
7,4,1,0.1,0,0,-2.0,0.0,0.07361358082104939,0
7,5,1,0.1,1,0,-2.0,0.0,0.17643928001154324,1
7,6,1,0.1,0,0,-2.0,0.0,0.11335350505048554,0
7,7,1,0.1,1,0,-2.0,0.0,0.06053138259108651,1
7,8,1,0.1,1,1,-2.0,0.0,0.2300858515068419,3
7,9,1,0.1,2,1,-2.0,0.0,0.2400424012684949,1
7,10,1,0.1,3,1,-2.0,0.0,0.13846514161781356,1
7,11,1,0.1,3,0,-2.0,0.0,0.07717171948549438,2
7,12,1,0.1,3,1,-2.0,0.0,0.10473001719714292,3
7,13,1,0.1,2,1,-2.0,34.54563522338867,0.1391570476501653,0
7,14,1,0.1,1,1,-2.0,34.05158233642578,0.18073641807245916,0
7,15,1,0.1,1,2,-2.0,0.0,0.1050275622581649,3
7,16,1,0.1,2,2,-2.0,0.0,0.2279820480521959,1
7,17,1,0.1,1,2,-2.0,0.0,0.09784901091042042,0
7,18,1,0.1,2,2,-2.0,0.0,0.08021474035736383,1
7,19,1,0.1,1,2,-2.0,0.0,0.10255642424422998,0
7,20,1,0.1,1,1,-2.0,0.0,0.05721235874658124,2
7,21,1,0.1,0,1,-2.0,0.0,0.20187760541552707,0
7,22,1,0.1,0,0,-2.0,0.0,0.22730270836712785,2
7,23,1,0.1,0,0,-2.0,0.0,0.2299231600380976,0
7,24,1,0.1,1,0,-2.0,0.0,0.18678623473138095,1
7,25,1,0.1,0,0,-2.0,0.0,0.05126916750707549,0
7,26,1,0.1,0,0,-2.0,0.0,0.18872872291992904,0
7,27,1,0.1,0,0,-2.0,33.36481857299805,0.10531662854900754,2
7,28,1,0.1,0,1,-2.0,0.0,0.08096070944295826,3
7,29,1,0.1,0,1,-2.0,0.0,0.20043461705122095,0
7,30,1,0.1,0,2,-2.0,0.0,0.05826927882971627,3
7,31,1,0.1,0,1,-2.0,34.586727142333984,0.14073121167305275,2
7,32,1,0.1,0,0,-2.0,0.0,0.10467503606858959,2
7,33,1,0.1,0,0,-2.0,0.0,0.13817411284582665,0
7,34,1,0.1,0,0,-2.0,0.0,0.19697224852810585,2
7,35,1,0.1,0,0,-2.0,0.0,0.24294264949513383,0
7,36,1,0.1,0,0,-2.0,0.0,0.1621806017383445,2
7,37,1,0.1,0,0,-2.0,0.0,0.14684361655923206,0
7,38,1,0.1,0,1,-2.0,0.0,0.18876190078433852,3
7,39,1,0.1,0,0,-2.0,0.0,0.24081501380693815,2
7,40,1,0.1,0,0,-2.0,0.0,0.09683845048259293,2
7,41,1,0.1,0,1,-2.0,0.0,0.10712049762670664,3
7,42,1,0.1,0,2,-2.0,0.0,0.23943704794394516,3
7,43,1,0.1,1,2,-2.0,0.0,0.05015656343745026,1
7,44,1,0.1,0,2,-2.0,0.0,0.16089206444883536,0
7,45,1,0.1,0,2,-2.0,0.0,0.14354350395894133,0
7,46,1,0.1,0,2,-2.0,0.0,0.1815528141364034,0
7,47,1,0.1,0,2,-2.0,0.0,0.20650747503871025,0
7,48,1,0.1,0,1,-2.0,0.0,0.1221833342903067,2
7,49,1,0.1,0,1,-2.0,0.0,0.2285474023373229,0
8,0,1,0.1,0,0,-2.0,0.0,0.18042609431554646,0
8,1,1,0.1,0,1,-2.0,0.0,0.1645420828371249,3
8,2,1,0.1,1,1,-2.0,0.0,0.22122718293903226,1
8,3,1,0.1,0,1,-2.0,0.0,0.14753673679101587,0
8,4,1,0.1,0,1,-2.0,0.0,0.0565563516139386,0
8,5,1,0.1,0,2,-2.0,0.0,0.18039524517827082,3
8,6,1,0.1,0,3,-2.0,0.0,0.17790958539514096,3
8,7,1,0.1,1,3,-2.0,0.0,0.2142642236802118,1
8,8,1,0.1,1,2,-2.0,0.0,0.12367059870604387,2
8,9,1,0.1,2,2,-2.0,0.0,0.23439748037937952,1
8,10,1,0.1,1,2,-2.0,0.0,0.21116655240760063,0
8,11,1,0.1,2,2,-2.0,0.0,0.07433091032899895,1
8,12,1,0.1,2,3,-2.0,0.0,0.11822032482381317,3
8,13,1,0.1,2,2,-2.0,0.0,0.0917906543428352,2
8,14,1,0.1,2,3,-2.0,0.0,0.23639549603823679,3
8,15,1,0.1,2,2,-2.0,0.0,0.1508879562865295,2
8,16,1,0.1,2,1,-2.0,0.0,0.07494866479159948,2
8,17,1,0.1,2,0,-2.0,0.0,0.18547571432284427,2
8,18,1,0.1,2,1,-2.0,0.0,0.07274600071797738,3
8,19,1,0.1,2,2,-2.0,0.0,0.19181727693585077,3
8,20,1,0.1,1,2,-2.0,0.0,0.07923280248380465,0
8,21,1,0.1,2,2,-2.0,0.0,0.06555241971712714,1
