episode,step,pos_x,pos_y,reward,u_internal
6,27,1,1,-0.6,0.0
6,28,2,1,-0.5,0.0
6,29,3,1,-0.3999999999999999,0.0
6,30,3,2,-0.29999999999999993,0.0
6,31,2,2,-0.3999999999999999,0.0
6,32,1,2,-0.5,0.0
6,33,1,3,-0.3999999999999999,0.0
6,34,1,4,-0.29999999999999993,0.0
6,35,0,4,-0.3999999999999999,0.0
6,36,1,4,-0.29999999999999993,0.0
6,37,0,4,-0.3999999999999999,0.0
6,38,1,4,-0.29999999999999993,0.0
6,39,1,3,-0.3999999999999999,0.0
7,0,1,0,-0.7,0.0
7,1,1,1,-0.6,0.0
7,2,1,2,-0.5,0.0
7,3,2,2,-0.3999999999999999,0.0
7,4,2,3,-0.29999999999999993,0.0
7,5,1,3,-0.3999999999999999,0.0
7,6,1,2,-0.5,0.0
7,7,1,1,-0.6,0.0
7,8,2,1,-0.5,0.0
7,9,3,1,-0.3999999999999999,0.0
7,10,3,2,-0.29999999999999993,0.0
7,11,3,3,-0.19999999999999996,0.0
7,12,4,3,-0.09999999999999998,0.0
7,13,3,3,-0.19999999999999996,0.0
7,14,3,2,-0.29999999999999993,0.0
7,15,3,3,-0.19999999999999996,0.0
7,16,2,3,-0.29999999999999993,0.0
7,17,2,4,-0.19999999999999996,0.0
7,18,2,3,-0.29999999999999993,0.0
7,19,2,4,-0.19999999999999996,0.0
7,20,1,4,-0.29999999999999993,0.0
7,21,1,3,-0.3999999999999999,0.0
7,22,2,3,-0.29999999999999993,0.0
7,23,2,2,-0.3999999999999999,0.0
7,24,1,2,-0.5,0.0
7,25,1,1,-0.6,0.0
7,26,1,0,-0.7,0.0
7,27,1,1,-0.6,0.0
7,28,0,1,-0.7,0.0
7,29,0,2,-0.6,0.0
7,30,1,2,-0.5,0.0
7,31,2,2,-0.3999999999999999,0.0
7,32,2,3,-0.29999999999999993,0.0
7,33,1,3,-0.3999999999999999,0.0
7,34,2,3,-0.29999999999999993,0.0
7,35,2,4,-0.19999999999999996,0.0
7,36,1,4,-0.29999999999999993,0.0
7,37,1,5,-0.3999999999999999,0.0
7,38,1,6,-0.5,0.0
7,39,2,6,-0.3999999999999999,0.0
8,0,0,1,-0.7,0.0
8,1,1,1,-0.6,0.0
8,2,2,1,-0.5,0.0
8,3,2,2,-0.3999999999999999,6.694930553436279
8,4,2,3,-0.29999999999999993,6.940767288208008
8,5,3,3,-0.19999999999999996,0.0
8,6,3,2,-0.29999999999999993,0.0
8,7,3,1,-0.3999999999999999,0.0
8,8,3,2,-0.29999999999999993,0.0
8,9,2,2,-0.3999999999999999,0.0
8,10,3,2,-0.29999999999999993,0.0
8,11,3,1,-0.3999999999999999,0.0
8,12,3,0,-0.5,0.0
8,13,2,0,-0.6,0.0
8,14,2,0,-0.6,0.0
8,15,2,1,-0.5,0.0
8,16,2,0,-0.6,0.0
8,17,1,0,-0.7,7.390071392059326
8,18,0,0,-0.8,0.0
8,19,0,0,-0.8,0.0
8,20,0,0,-0.8,0.0
8,21,0,0,-0.8,0.0
8,22,1,0,-0.7,0.0
8,23,1,1,-0.6,0.0
8,24,1,2,-0.5,0.0
8,25,1,1,-0.6,0.0
8,26,0,1,-0.7,0.0
8,27,0,1,-0.7,0.0
8,28,0,1,-0.7,0.0
8,29,0,2,-0.6,0.0
8,30,0,2,-0.6,0.0
8,31,1,2,-0.5,0.0
8,32,2,2,-0.3999999999999999,0.0
8,33,2,3,-0.29999999999999993,0.0
8,34,3,3,-0.19999999999999996,0.0
8,35,3,4,-0.09999999999999998,9.751976013183594
8,36,3,5,-0.19999999999999996,0.0
8,37,2,5,-0.29999999999999993,0.0
8,38,3,5,-0.19999999999999996,0.0
8,39,3,4,-0.09999999999999998,0.0
9,0,0,0,-0.8,0.0
9,1,0,0,-0.8,0.0
9,2,0,0,-0.8,0.0
9,3,0,1,-0.7,0.0
9,4,1,1,-0.6,0.0
9,5,1,2,-0.5,0.0
9,6,2,2,-0.3999999999999999,0.0
9,7,1,2,-0.5,0.0
9,8,0,2,-0.6,0.0
9,9,0,3,-0.5,0.0
9,10,1,3,-0.3999999999999999,0.0
9,11,1,4,-0.29999999999999993,0.0
9,12,0,4,-0.3999999999999999,0.0
9,13,0,3,-0.5,0.0
9,14,1,3,-0.3999999999999999,0.0
9,15,1,4,-0.29999999999999993,0.0
9,16,1,5,-0.3999999999999999,0.0
9,17,0,5,-0.5,0.0
9,18,0,5,-0.5,0.0
9,19,0,5,-0.5,0.0
9,20,1,5,-0.3999999999999999,0.0
9,21,2,5,-0.29999999999999993,0.0
9,22,1,5,-0.3999999999999999,0.0
9,23,0,5,-0.5,0.0
9,24,0,4,-0.3999999999999999,0.0
9,25,0,5,-0.5,0.0
9,26,0,4,-0.3999999999999999,0.0
9,27,1,4,-0.29999999999999993,0.0
9,28,2,4,-0.19999999999999996,0.0
9,29,2,3,-0.29999999999999993,0.0
9,30,1,3,-0.3999999999999999,0.0
9,31,0,3,-0.5,0.0
9,32,1,3,-0.3999999999999999,0.0
9,33,1,2,-0.5,11.644959449768066
9,34,1,3,-0.3999999999999999,0.0
9,35,2,3,-0.29999999999999993,0.0
9,36,1,3,-0.3999999999999999,0.0
9,37,0,3,-0.5,0.0
9,38,0,2,-0.6,0.0
9,39,0,2,-0.6,0.0
10,0,0,0,-0.8,0.0
10,1,0,1,-0.7,0.0
10,2,0,2,-0.6,0.0
10,3,0,3,-0.5,0.0
10,4,1,3,-0.3999999999999999,0.0
10,5,0,3,-0.5,0.0
10,6,1,3,-0.3999999999999999,0.0
10,7,1,2,-0.5,0.0
10,8,0,2,-0.6,0.0
10,9,1,2,-0.5,0.0
10,10,2,2,-0.3999999999999999,0.0
10,11,3,2,-0.29999999999999993,0.0
10,12,4,2,-0.19999999999999996,0.0
10,13,5,2,-0.29999999999999993,0.0
10,14,5,1,-0.3999999999999999,0.0
10,15,4,1,-0.29999999999999993,0.0
10,16,4,2,-0.19999999999999996,0.0
10,17,4,1,-0.29999999999999993,0.0
10,18,4,2,-0.19999999999999996,0.0
10,19,3,2,-0.29999999999999993,0.0
10,20,3,1,-0.3999999999999999,12.709395408630371
10,21,2,1,-0.5,0.0
10,22,2,2,-0.3999999999999999,0.0
10,23,2,3,-0.29999999999999993,0.0
10,24,3,3,-0.19999999999999996,0.0
10,25,3,4,-0.09999999999999998,0.0
10,26,4,4,100.0,0.0
11,0,0,0,-0.8,0.0
11,1,1,0,-0.7,0.0
11,2,2,0,-0.6,0.0
11,3,1,0,-0.7,0.0
11,4,0,0,-0.8,0.0
11,5,0,1,-0.7,0.0
11,6,0,1,-0.7,0.0
11,7,0,2,-0.6,0.0
11,8,0,3,-0.5,0.0
11,9,0,2,-0.6,0.0
11,10,1,2,-0.5,0.0
11,11,2,2,-0.3999999999999999,0.0
11,12,2,1,-0.5,0.0
11,13,3,1,-0.3999999999999999,0.0
11,14,4,1,-0.29999999999999993,0.0
11,15,3,1,-0.3999999999999999,0.0
11,16,3,0,-0.5,0.0
11,17,4,0,-0.3999999999999999,0.0
11,18,4,1,-0.29999999999999993,0.0
11,19,4,2,-0.19999999999999996,0.0
11,20,4,3,-0.09999999999999998,0.0
11,21,4,2,-0.19999999999999996,0.0
11,22,4,1,-0.29999999999999993,0.0
11,23,3,1,-0.3999999999999999,0.0
11,24,4,1,-0.29999999999999993,0.0
11,25,4,2,-0.19999999999999996,0.0
11,26,4,1,-0.29999999999999993,0.0
11,27,5,1,-0.3999999999999999,0.0
11,28,6,1,-0.5,0.0
11,29,5,1,-0.3999999999999999,0.0
11,30,5,2,-0.29999999999999993,0.0
11,31,5,1,-0.3999999999999999,0.0
11,32,4,1,-0.29999999999999993,0.0
11,33,3,1,-0.3999999999999999,0.0
11,34,3,2,-0.29999999999999993,0.0
11,35,3,3,-0.19999999999999996,0.0
11,36,3,2,-0.29999999999999993,12.699667930603027
11,37,2,2,-0.3999999999999999,0.0
11,38,2,3,-0.29999999999999993,0.0
11,39,3,3,-0.19999999999999996,0.0
12,0,0,1,-0.7,0.0
12,1,0,1,-0.7,0.0
12,2,0,2,-0.6,0.0
12,3,0,1,-0.7,0.0
12,4,1,1,-0.6,0.0
12,5,0,1,-0.7,0.0
12,6,0,0,-0.8,0.0
12,7,1,0,-0.7,0.0
12,8,0,0,-0.8,0.0
12,9,0,0,-0.8,0.0
12,10,0,0,-0.8,0.0
12,11,0,0,-0.8,0.0
12,12,0,1,-0.7,0.0
12,13,1,1,-0.6,0.0
12,14,1,2,-0.5,0.0
12,15,0,2,-0.6,0.0
12,16,0,1,-0.7,0.0
12,17,0,1,-0.7,0.0
12,18,0,1,-0.7,0.0
12,19,0,0,-0.8,0.0
12,20,0,0,-0.8,0.0
12,21,0,0,-0.8,0.0
12,22,0,0,-0.8,0.0
12,23,1,0,-0.7,0.0
12,24,1,1,-0.6,0.0
12,25,0,1,-0.7,0.0
12,26,1,1,-0.6,0.0
12,27,1,0,-0.7,0.0
12,28,2,0,-0.6,0.0
12,29,2,0,-0.6,0.0
12,30,3,0,-0.5,0.0
12,31,3,0,-0.5,0.0
12,32,2,0,-0.6,0.0
12,33,2,1,-0.5,0.0
12,34,1,1,-0.6,0.0
12,35,1,2,-0.5,0.0
12,36,0,2,-0.6,0.0
12,37,1,2,-0.5,0.0
12,38,0,2,-0.6,0.0
12,39,0,3,-0.5,0.0
13,0,0,0,-0.8,0.0
13,1,0,0,-0.8,0.0
13,2,0,0,-0.8,0.0
13,3,1,0,-0.7,0.0
13,4,1,1,-0.6,0.0
13,5,1,0,-0.7,0.0
13,6,1,1,-0.6,0.0
13,7,1,2,-0.5,0.0
13,8,1,1,-0.6,0.0
13,9,1,2,-0.5,0.0
13,10,0,2,-0.6,0.0
13,11,0,1,-0.7,0.0
13,12,0,2,-0.6,0.0
13,13,0,3,-0.5,0.0
13,14,0,2,-0.6,0.0
13,15,0,1,-0.7,0.0
13,16,0,1,-0.7,0.0
13,17,0,2,-0.6,0.0
13,18,0,2,-0.6,0.0
13,19,1,2,-0.5,0.0
13,20,1,1,-0.6,0.0
13,21,0,1,-0.7,0.0
13,22,0,0,-0.8,14.219575881958008
13,23,1,0,-0.7,0.0
13,24,0,0,-0.8,0.0
13,25,0,0,-0.8,0.0
13,26,0,1,-0.7,0.0
13,27,0,0,-0.8,0.0
13,28,0,0,-0.8,14.26242733001709
13,29,0,1,-0.7,0.0
13,30,0,2,-0.6,0.0
13,31,1,2,-0.5,0.0
13,32,2,2,-0.3999999999999999,0.0
13,33,3,2,-0.29999999999999993,0.0
13,34,3,3,-0.19999999999999996,0.0
13,35,4,3,-0.09999999999999998,0.0
13,36,4,2,-0.19999999999999996,0.0
13,37,5,2,-0.29999999999999993,0.0
13,38,5,1,-0.3999999999999999,0.0
13,39,5,0,-0.5,0.0
14,0,0,0,-0.8,0.0
14,1,0,0,-0.8,0.0
14,2,0,0,-0.8,0.0
14,3,1,0,-0.7,0.0
14,4,1,0,-0.7,0.0
14,5,1,0,-0.7,14.957085609436035
14,6,2,0,-0.6,0.0
14,7,2,1,-0.5,0.0
14,8,2,2,-0.3999999999999999,0.0
14,9,2,3,-0.29999999999999993,0.0
14,10,2,4,-0.19999999999999996,0.0
14,11,3,4,-0.09999999999999998,0.0
14,12,4,4,100.0,0.0
15,0,0,0,-0.8,0.0
15,1,0,1,-0.7,0.0
15,2,1,1,-0.6,15.4324312210083
15,3,2,1,-0.5,0.0
15,4,1,1,-0.6,0.0
15,5,1,0,-0.7,0.0
15,6,1,1,-0.6,0.0
15,7,2,1,-0.5,15.542403221130371
15,8,1,1,-0.6,0.0
15,9,2,1,-0.5,0.0
15,10,3,1,-0.3999999999999999,0.0
15,11,4,1,-0.29999999999999993,0.0
15,12,4,2,-0.19999999999999996,0.0
15,13,4,3,-0.09999999999999998,0.0
15,14,4,4,100.0,0.0
16,0,0,0,-0.8,0.0
16,1,0,0,-0.8,0.0
16,2,0,1,-0.7,0.0
16,3,0,0,-0.8,0.0
16,4,0,0,-0.8,0.0
16,5,0,0,-0.8,0.0
16,6,1,0,-0.7,0.0
16,7,1,0,-0.7,0.0
16,8,1,1,-0.6,15.560759544372559
16,9,1,0,-0.7,0.0
16,10,1,1,-0.6,0.0
16,11,2,1,-0.5,0.0
16,12,2,2,-0.3999999999999999,0.0
16,13,2,1,-0.5,0.0
16,14,2,2,-0.3999999999999999,0.0
16,15,2,1,-0.5,0.0
16,16,1,1,-0.6,0.0
16,17,1,0,-0.7,0.0
16,18,2,0,-0.6,0.0
16,19,3,0,-0.5,0.0
16,20,3,1,-0.3999999999999999,0.0
16,21,2,1,-0.5,0.0
16,22,3,1,-0.3999999999999999,0.0
16,23,3,2,-0.29999999999999993,0.0
16,24,2,2,-0.3999999999999999,0.0
16,25,2,1,-0.5,16.80132484436035
16,26,1,1,-0.6,0.0
16,27,0,1,-0.7,0.0
16,28,0,0,-0.8,0.0
16,29,1,0,-0.7,0.0
16,30,2,0,-0.6,0.0
16,31,2,1,-0.5,0.0
16,32,2,2,-0.3999999999999999,0.0
16,33,2,1,-0.5,0.0
16,34,1,1,-0.6,0.0
16,35,1,0,-0.7,0.0
16,36,2,0,-0.6,0.0
16,37,2,0,-0.6,0.0
16,38,2,1,-0.5,0.0
16,39,2,0,-0.6,0.0
17,0,1,0,-0.7,0.0
17,1,1,0,-0.7,16.169870376586914
17,2,0,0,-0.8,0.0
17,3,0,0,-0.8,0.0
17,4,0,0,-0.8,16.15201187133789
17,5,0,1,-0.7,0.0
17,6,0,0,-0.8,0.0
17,7,0,0,-0.8,0.0
17,8,0,0,-0.8,0.0
17,9,0,1,-0.7,0.0
17,10,0,0,-0.8,0.0
17,11,1,0,-0.7,0.0
17,12,1,0,-0.7,0.0
17,13,1,1,-0.6,0.0
17,14,1,2,-0.5,0.0
17,15,1,3,-0.3999999999999999,0.0
17,16,1,2,-0.5,0.0
17,17,2,2,-0.3999999999999999,0.0
17,18,1,2,-0.5,0.0
17,19,1,3,-0.3999999999999999,0.0
17,20,1,4,-0.29999999999999993,0.0
17,21,1,5,-0.3999999999999999,0.0
17,22,0,5,-0.5,0.0
17,23,0,6,-0.6,0.0
17,24,1,6,-0.5,0.0
17,25,2,6,-0.3999999999999999,0.0
17,26,1,6,-0.5,19.430456161499023
17,27,1,5,-0.3999999999999999,0.0
17,28,0,5,-0.5,19.102685928344727
17,29,0,5,-0.5,0.0
17,30,0,4,-0.3999999999999999,0.0
17,31,0,4,-0.3999999999999999,0.0
17,32,1,4,-0.29999999999999993,0.0
17,33,1,5,-0.3999999999999999,0.0
17,34,0,5,-0.5,0.0
17,35,0,4,-0.3999999999999999,0.0
17,36,0,4,-0.3999999999999999,0.0
17,37,0,3,-0.5,0.0
17,38,0,4,-0.3999999999999999,0.0
17,39,0,3,-0.5,0.0
18,0,0,0,-0.8,0.0
18,1,0,0,-0.8,0.0
18,2,0,0,-0.8,17.18480682373047
18,3,0,1,-0.7,0.0
18,4,0,0,-0.8,0.0
18,5,0,0,-0.8,0.0
18,6,0,0,-0.8,0.0
18,7,1,0,-0.7,0.0
18,8,0,0,-0.8,0.0
18,9,0,1,-0.7,0.0
18,10,0,0,-0.8,0.0
18,11,0,0,-0.8,0.0
18,12,1,0,-0.7,0.0
18,13,1,1,-0.6,0.0
18,14,1,0,-0.7,0.0
18,15,2,0,-0.6,0.0
18,16,1,0,-0.7,0.0
18,17,1,1,-0.6,0.0
18,18,1,2,-0.5,0.0
18,19,1,1,-0.6,17.867605209350586
18,20,0,1,-0.7,0.0
18,21,0,1,-0.7,0.0
18,22,0,0,-0.8,0.0
18,23,0,0,-0.8,17.136362075805664
18,24,0,0,-0.8,0.0
18,25,0,0,-0.8,0.0
18,26,0,0,-0.8,17.202489852905273
18,27,0,0,-0.8,0.0
18,28,0,0,-0.8,0.0
18,29,0,1,-0.7,0.0
18,30,1,1,-0.6,0.0
18,31,1,2,-0.5,0.0
18,32,2,2,-0.3999999999999999,18.225004196166992
18,33,3,2,-0.29999999999999993,0.0
18,34,2,2,-0.3999999999999999,0.0
18,35,3,2,-0.29999999999999993,0.0
18,36,4,2,-0.19999999999999996,18.488073348999023
18,37,5,2,-0.29999999999999993,0.0
18,38,5,1,-0.3999999999999999,0.0
18,39,4,1,-0.29999999999999993,0.0
19,0,1,0,-0.7,0.0
19,1,1,0,-0.7,0.0
19,2,2,0,-0.6,0.0
19,3,2,0,-0.6,0.0
19,4,2,1,-0.5,0.0
19,5,1,1,-0.6,0.0
19,6,0,1,-0.7,0.0
19,7,0,1,-0.7,0.0
19,8,1,1,-0.6,18.11410903930664
19,9,0,1,-0.7,0.0
19,10,0,1,-0.7,0.0
19,11,0,1,-0.7,0.0
19,12,0,1,-0.7,0.0
19,13,0,0,-0.8,0.0
19,14,0,0,-0.8,0.0
19,15,0,1,-0.7,0.0
19,16,1,1,-0.6,0.0
19,17,1,0,-0.7,0.0
19,18,1,0,-0.7,0.0
19,19,0,0,-0.8,0.0
19,20,0,0,-0.8,18.375137329101562
19,21,0,0,-0.8,0.0
19,22,0,0,-0.8,18.476289749145508
19,23,0,0,-0.8,0.0
19,24,1,0,-0.7,0.0
19,25,2,0,-0.6,0.0
19,26,3,0,-0.5,0.0
19,27,3,0,-0.5,0.0
19,28,2,0,-0.6,0.0
19,29,2,0,-0.6,0.0
19,30,2,1,-0.5,18.976146697998047
19,31,2,2,-0.3999999999999999,19.37042808532715
19,32,1,2,-0.5,0.0
19,33,0,2,-0.6,0.0
19,34,0,2,-0.6,0.0
19,35,0,2,-0.6,0.0
19,36,0,3,-0.5,0.0
19,37,0,4,-0.3999999999999999,0.0
19,38,1,4,-0.29999999999999993,0.0
19,39,1,3,-0.3999999999999999,0.0
20,0,0,0,-0.8,19.20140838623047
20,1,1,0,-0.7,0.0
20,2,2,0,-0.6,0.0
20,3,3,0,-0.5,0.0
20,4,3,1,-0.3999999999999999,0.0
20,5,2,1,-0.5,0.0
20,6,2,2,-0.3999999999999999,0.0
20,7,1,2,-0.5,0.0
20,8,0,2,-0.6,0.0
20,9,0,1,-0.7,0.0
20,10,0,2,-0.6,0.0
20,11,1,2,-0.5,19.873546600341797
20,12,1,1,-0.6,0.0
20,13,0,1,-0.7,0.0
20,14,0,2,-0.6,0.0
20,15,0,3,-0.5,0.0
20,16,0,3,-0.5,0.0
20,17,0,4,-0.3999999999999999,0.0
20,18,0,3,-0.5,0.0
20,19,0,3,-0.5,0.0
20,20,1,3,-0.3999999999999999,0.0
20,21,1,2,-0.5,0.0
20,22,2,2,-0.3999999999999999,0.0
20,23,3,2,-0.29999999999999993,0.0
20,24,2,2,-0.3999999999999999,0.0
20,25,2,1,-0.5,0.0
20,26,1,1,-0.6,0.0
20,27,0,1,-0.7,0.0
20,28,0,2,-0.6,0.0
20,29,0,2,-0.6,0.0
20,30,0,2,-0.6,0.0
20,31,0,2,-0.6,0.0
20,32,0,3,-0.5,0.0
20,33,0,4,-0.3999999999999999,0.0
20,34,0,5,-0.5,0.0
20,35,0,5,-0.5,0.0
20,36,0,6,-0.6,0.0
20,37,0,5,-0.5,0.0
20,38,0,6,-0.6,0.0
20,39,0,6,-0.6,0.0
21,0,1,0,-0.7,0.0
21,1,1,0,-0.7,17.680831909179688
21,2,0,0,-0.8,0.0
21,3,1,0,-0.7,0.0
21,4,2,0,-0.6,0.0
21,5,2,0,-0.6,17.540565490722656
21,6,2,0,-0.6,0.0
21,7,2,0,-0.6,17.52318000793457
21,8,1,0,-0.7,0.0
21,9,0,0,-0.8,0.0
21,10,0,1,-0.7,0.0
21,11,0,0,-0.8,0.0
21,12,0,0,-0.8,0.0
21,13,1,0,-0.7,0.0
21,14,2,0,-0.6,17.737363815307617
21,15,3,0,-0.5,17.780426025390625
21,16,3,1,-0.3999999999999999,0.0
21,17,4,1,-0.29999999999999993,0.0
21,18,4,0,-0.3999999999999999,0.0
21,19,4,1,-0.29999999999999993,17.96245574951172
21,20,3,1,-0.3999999999999999,0.0
21,21,3,0,-0.5,0.0
21,22,3,0,-0.5,0.0
21,23,3,1,-0.3999999999999999,0.0
21,24,2,1,-0.5,0.0
21,25,2,0,-0.6,0.0
21,26,2,0,-0.6,0.0
21,27,2,1,-0.5,0.0
21,28,3,1,-0.3999999999999999,0.0
21,29,2,1,-0.5,0.0
21,30,3,1,-0.3999999999999999,0.0
