episode,step,pos_x,pos_y,reward,u_internal
114,29,5,7,-0.3999999999999999,17.906551361083984
114,30,4,7,-0.29999999999999993,17.921722412109375
114,31,3,7,-0.3999999999999999,17.934255599975586
114,32,2,7,-0.5,17.944578170776367
114,33,2,6,-0.3999999999999999,0.0
114,34,2,7,-0.5,0.0
114,35,2,8,-0.6,0.0
114,36,2,7,-0.5,0.0
114,37,3,7,-0.3999999999999999,18.052873611450195
114,38,4,7,-0.29999999999999993,18.109512329101562
114,39,5,7,-0.3999999999999999,0.0
115,0,0,1,-0.7,0.0
115,1,0,2,-0.6,0.0
115,2,1,2,-0.5,17.84473991394043
115,3,2,2,-0.3999999999999999,0.0
115,4,3,2,-0.29999999999999993,0.0
115,5,2,2,-0.3999999999999999,0.0
115,6,3,2,-0.29999999999999993,17.66739273071289
115,7,4,2,-0.19999999999999996,17.582799911499023
115,8,5,2,-0.29999999999999993,17.53119659423828
115,9,5,3,-0.19999999999999996,0.0
115,10,4,3,-0.09999999999999998,0.0
115,11,5,3,-0.19999999999999996,17.50113296508789
115,12,5,4,-0.09999999999999998,0.0
115,13,5,5,-0.19999999999999996,0.0
115,14,5,4,-0.09999999999999998,0.0
115,15,5,3,-0.19999999999999996,17.438873291015625
115,16,6,3,-0.29999999999999993,17.264747619628906
115,17,6,2,-0.3999999999999999,17.25278663635254
115,18,6,3,-0.29999999999999993,0.0
115,19,6,2,-0.3999999999999999,17.125507354736328
115,20,6,1,-0.5,16.981056213378906
115,21,6,0,-0.6,16.895334243774414
115,22,7,0,-0.7,16.903888702392578
115,23,8,0,-0.8,0.0
115,24,8,0,-0.8,0.0
115,25,8,0,-0.8,0.0
115,26,8,1,-0.7,0.0
115,27,8,2,-0.6,17.057147979736328
115,28,8,3,-0.5,17.202268600463867
115,29,7,3,-0.3999999999999999,0.0
115,30,6,3,-0.29999999999999993,17.35854721069336
115,31,5,3,-0.19999999999999996,0.0
115,32,4,3,-0.09999999999999998,17.296279907226562
115,33,3,3,-0.19999999999999996,0.0
115,34,3,4,-0.09999999999999998,0.0
115,35,2,4,-0.19999999999999996,0.0
115,36,2,3,-0.29999999999999993,0.0
115,37,3,3,-0.19999999999999996,0.0
115,38,2,3,-0.29999999999999993,0.0
115,39,1,3,-0.3999999999999999,17.04808235168457
116,0,0,0,-0.8,17.43381118774414
116,1,0,0,-0.8,0.0
116,2,0,0,-0.8,17.416412353515625
116,3,0,1,-0.7,0.0
116,4,1,1,-0.6,0.0
116,5,1,2,-0.5,0.0
116,6,0,2,-0.6,0.0
116,7,0,3,-0.5,0.0
116,8,0,3,-0.5,0.0
116,9,0,3,-0.5,17.14506721496582
116,10,0,3,-0.5,0.0
116,11,0,4,-0.3999999999999999,17.175386428833008
116,12,0,5,-0.5,17.129465103149414
116,13,0,6,-0.6,17.16667366027832
116,14,1,6,-0.5,0.0
116,15,0,6,-0.6,0.0
116,16,0,7,-0.7,17.374496459960938
116,17,0,8,-0.8,0.0
116,18,0,9,-0.9,17.722135543823242
116,19,1,9,-0.8,17.914743423461914
116,20,1,8,-0.7,18.028884887695312
116,21,0,8,-0.8,0.0
116,22,0,9,-0.9,0.0
116,23,0,8,-0.8,0.0
116,24,0,7,-0.7,0.0
116,25,1,7,-0.6,18.206083297729492
116,26,1,8,-0.7,0.0
116,27,2,8,-0.6,18.591873168945312
116,28,3,8,-0.5,18.738431930541992
116,29,4,8,-0.3999999999999999,0.0
116,30,4,7,-0.29999999999999993,19.029638290405273
116,31,4,6,-0.19999999999999996,18.94162368774414
116,32,4,7,-0.29999999999999993,0.0
116,33,4,6,-0.19999999999999996,19.028907775878906
116,34,4,7,-0.29999999999999993,0.0
116,35,4,6,-0.19999999999999996,19.04660415649414
116,36,4,5,-0.09999999999999998,18.86299705505371
116,37,4,4,100.0,18.668066024780273
117,0,0,0,-0.8,18.54557991027832
117,1,0,0,-0.8,18.53430938720703
117,2,0,0,-0.8,18.534103393554688
117,3,0,0,-0.8,18.543838500976562
117,4,0,0,-0.8,18.562517166137695
117,5,0,0,-0.8,0.0
117,6,0,0,-0.8,0.0
117,7,0,1,-0.7,18.62981605529785
117,8,0,2,-0.6,0.0
117,9,0,1,-0.7,18.599441528320312
117,10,0,0,-0.8,0.0
117,11,0,1,-0.7,18.778919219970703
117,12,0,2,-0.6,0.0
117,13,0,2,-0.6,0.0
117,14,0,3,-0.5,18.830791473388672
117,15,0,4,-0.3999999999999999,18.852815628051758
117,16,0,4,-0.3999999999999999,0.0
117,17,1,4,-0.29999999999999993,0.0
117,18,0,4,-0.3999999999999999,18.826950073242188
117,19,0,4,-0.3999999999999999,0.0
117,20,0,3,-0.5,0.0
117,21,1,3,-0.3999999999999999,18.974685668945312
117,22,2,3,-0.29999999999999993,18.881813049316406
117,23,3,3,-0.19999999999999996,0.0
117,24,4,3,-0.09999999999999998,0.0
117,25,4,2,-0.19999999999999996,0.0
117,26,5,2,-0.29999999999999993,18.614242553710938
117,27,5,1,-0.3999999999999999,0.0
117,28,4,1,-0.29999999999999993,0.0
117,29,5,1,-0.3999999999999999,18.551321029663086
117,30,4,1,-0.29999999999999993,0.0
117,31,5,1,-0.3999999999999999,18.450315475463867
117,32,6,1,-0.5,18.334367752075195
117,33,7,1,-0.6,0.0
117,34,8,1,-0.7,18.301803588867188
117,35,8,0,-0.8,0.0
117,36,7,0,-0.7,18.303409576416016
117,37,8,0,-0.8,18.30970573425293
117,38,7,0,-0.7,18.37080955505371
117,39,6,0,-0.6,18.396331787109375
118,0,0,0,-0.8,0.0
118,1,1,0,-0.7,18.880813598632812
118,2,0,0,-0.8,0.0
118,3,0,0,-0.8,0.0
118,4,1,0,-0.7,18.979888916015625
118,5,2,0,-0.6,18.949251174926758
118,6,2,1,-0.5,0.0
118,7,3,1,-0.3999999999999999,18.883459091186523
118,8,4,1,-0.29999999999999993,18.851049423217773
118,9,3,1,-0.3999999999999999,0.0
118,10,4,1,-0.29999999999999993,0.0
118,11,4,0,-0.3999999999999999,18.837512969970703
118,12,5,0,-0.5,0.0
118,13,6,0,-0.6,0.0
118,14,6,0,-0.6,18.89864158630371
118,15,6,0,-0.6,18.935741424560547
118,16,6,0,-0.6,18.98310661315918
118,17,6,0,-0.6,0.0
118,18,6,1,-0.5,19.101844787597656
118,19,6,0,-0.6,0.0
118,20,6,0,-0.6,0.0
118,21,6,1,-0.5,19.2703800201416
118,22,6,2,-0.3999999999999999,19.312891006469727
118,23,7,2,-0.5,0.0
118,24,7,3,-0.3999999999999999,19.48948097229004
118,25,7,4,-0.29999999999999993,19.634218215942383
118,26,7,3,-0.3999999999999999,0.0
118,27,7,4,-0.29999999999999993,19.6866397857666
118,28,7,3,-0.3999999999999999,0.0
118,29,6,3,-0.29999999999999993,0.0
118,30,6,4,-0.19999999999999996,19.56439208984375
118,31,6,5,-0.29999999999999993,0.0
118,32,6,6,-0.3999999999999999,0.0
118,33,5,6,-0.29999999999999993,0.0
118,34,4,6,-0.19999999999999996,19.675092697143555
118,35,4,7,-0.29999999999999993,0.0
118,36,3,7,-0.3999999999999999,19.661468505859375
118,37,2,7,-0.5,19.569059371948242
118,38,2,8,-0.6,0.0
118,39,1,8,-0.7,19.61357307434082
119,0,0,0,-0.8,0.0
119,1,0,0,-0.8,0.0
119,2,1,0,-0.7,0.0
119,3,1,1,-0.6,19.29066276550293
119,4,1,2,-0.5,19.180967330932617
119,5,1,3,-0.3999999999999999,0.0
119,6,1,4,-0.29999999999999993,18.97823715209961
119,7,0,4,-0.3999999999999999,0.0
119,8,0,5,-0.5,18.939449310302734
119,9,1,5,-0.3999999999999999,0.0
119,10,2,5,-0.29999999999999993,0.0
119,11,2,6,-0.3999999999999999,0.0
119,12,3,6,-0.29999999999999993,0.0
119,13,3,7,-0.3999999999999999,0.0
119,14,2,7,-0.5,0.0
119,15,1,7,-0.6,19.085975646972656
119,16,2,7,-0.5,0.0
119,17,2,8,-0.6,19.079957962036133
119,18,1,8,-0.7,19.22913932800293
119,19,2,8,-0.6,0.0
119,20,3,8,-0.5,0.0
119,21,3,7,-0.3999999999999999,19.365541458129883
119,22,3,8,-0.5,0.0
119,23,3,7,-0.3999999999999999,0.0
119,24,3,8,-0.5,0.0
119,25,4,8,-0.3999999999999999,0.0
119,26,4,7,-0.29999999999999993,19.52494239807129
119,27,4,8,-0.3999999999999999,0.0
119,28,4,7,-0.29999999999999993,19.496856689453125
119,29,4,6,-0.19999999999999996,19.31576156616211
119,30,4,5,-0.09999999999999998,19.126338958740234
119,31,5,5,-0.19999999999999996,0.0
119,32,5,4,-0.09999999999999998,18.906614303588867
119,33,5,3,-0.19999999999999996,18.722412109375
119,34,5,2,-0.29999999999999993,18.566078186035156
119,35,5,3,-0.19999999999999996,0.0
119,36,5,2,-0.29999999999999993,0.0
119,37,5,3,-0.19999999999999996,0.0
119,38,5,2,-0.29999999999999993,18.29375648498535
119,39,5,1,-0.3999999999999999,18.214508056640625
120,0,0,1,-0.7,0.0
120,1,1,1,-0.6,0.0
120,2,1,0,-0.7,18.36194610595703
120,3,1,0,-0.7,18.433202743530273
120,4,1,0,-0.7,18.413454055786133
120,5,1,0,-0.7,18.4056396484375
120,6,0,0,-0.8,0.0
120,7,0,1,-0.7,0.0
120,8,0,2,-0.6,0.0
120,9,0,1,-0.7,18.233264923095703
120,10,0,0,-0.8,0.0
120,11,1,0,-0.7,0.0
120,12,2,0,-0.6,18.34903335571289
120,13,3,0,-0.5,18.281526565551758
120,14,3,0,-0.5,0.0
120,15,3,0,-0.5,0.0
120,16,3,1,-0.3999999999999999,18.264760971069336
120,17,3,2,-0.29999999999999993,18.14545249938965
120,18,3,3,-0.19999999999999996,18.026195526123047
120,19,3,4,-0.09999999999999998,17.909135818481445
120,20,3,5,-0.19999999999999996,0.0
120,21,3,6,-0.29999999999999993,18.040990829467773
120,22,3,5,-0.19999999999999996,0.0
120,23,3,6,-0.29999999999999993,17.9858341217041
120,24,3,7,-0.3999999999999999,18.071996688842773
120,25,3,6,-0.29999999999999993,0.0
120,26,3,7,-0.3999999999999999,18.037303924560547
120,27,2,7,-0.5,0.0
120,28,2,8,-0.6,18.116619110107422
120,29,2,7,-0.5,0.0
120,30,2,8,-0.6,18.09178924560547
120,31,2,9,-0.7,0.0
120,32,3,9,-0.6,0.0
120,33,3,9,-0.6,18.312936782836914
120,34,3,8,-0.5,18.325565338134766
120,35,2,8,-0.6,0.0
120,36,2,7,-0.5,0.0
120,37,2,6,-0.3999999999999999,18.127912521362305
120,38,2,7,-0.5,0.0
120,39,2,8,-0.6,0.0
121,0,1,0,-0.7,0.0
121,1,1,1,-0.6,18.27816390991211
121,2,1,2,-0.5,18.185056686401367
121,3,1,1,-0.6,18.08660888671875
121,4,1,2,-0.5,0.0
121,5,1,3,-0.3999999999999999,0.0
121,6,1,4,-0.29999999999999993,0.0
121,7,1,5,-0.3999999999999999,0.0
121,8,1,4,-0.29999999999999993,18.033641815185547
121,9,1,3,-0.3999999999999999,17.94233512878418
121,10,1,2,-0.5,17.999906539916992
121,11,1,3,-0.3999999999999999,18.081829071044922
121,12,2,3,-0.29999999999999993,0.0
121,13,3,3,-0.19999999999999996,0.0
121,14,2,3,-0.29999999999999993,0.0
121,15,2,4,-0.19999999999999996,0.0
121,16,3,4,-0.09999999999999998,0.0
121,17,3,5,-0.19999999999999996,17.760608673095703
121,18,3,4,-0.09999999999999998,0.0
121,19,4,4,100.0,0.0
122,0,0,0,-0.8,0.0
122,1,0,1,-0.7,18.07767677307129
122,2,1,1,-0.6,17.918970108032227
122,3,2,1,-0.5,17.79270362854004
122,4,3,1,-0.3999999999999999,17.670839309692383
122,5,4,1,-0.29999999999999993,17.547502517700195
122,6,3,1,-0.3999999999999999,0.0
122,7,4,1,-0.29999999999999993,17.481597900390625
122,8,4,0,-0.3999999999999999,0.0
122,9,3,0,-0.5,0.0
122,10,4,0,-0.3999999999999999,0.0
122,11,5,0,-0.5,17.35701560974121
122,12,5,0,-0.5,0.0
122,13,6,0,-0.6,17.189340591430664
122,14,6,1,-0.5,0.0
122,15,7,1,-0.6,16.958831787109375
122,16,6,1,-0.5,0.0
122,17,6,2,-0.3999999999999999,0.0
122,18,6,1,-0.5,0.0
122,19,6,0,-0.6,0.0
122,20,6,0,-0.6,0.0
122,21,6,0,-0.6,0.0
122,22,6,1,-0.5,17.06268882751465
122,23,6,0,-0.6,0.0
122,24,6,1,-0.5,17.137088775634766
122,25,6,2,-0.3999999999999999,17.10585594177246
122,26,5,2,-0.29999999999999993,17.1070613861084
122,27,5,3,-0.19999999999999996,0.0
122,28,5,4,-0.09999999999999998,0.0
122,29,4,4,100.0,0.0
123,0,0,1,-0.7,17.742826461791992
123,1,0,2,-0.6,17.609792709350586
123,2,0,3,-0.5,17.4980411529541
123,3,0,4,-0.3999999999999999,17.4088191986084
123,4,0,5,-0.5,17.314010620117188
123,5,0,6,-0.6,0.0
123,6,0,7,-0.7,17.405977249145508
123,7,0,6,-0.6,0.0
123,8,0,6,-0.6,17.444055557250977
123,9,0,6,-0.6,0.0
123,10,0,6,-0.6,17.4974308013916
123,11,0,5,-0.5,0.0
123,12,0,6,-0.6,0.0
123,13,1,6,-0.5,17.594505310058594
123,14,0,6,-0.6,17.622243881225586
123,15,1,6,-0.5,17.67949104309082
123,16,2,6,-0.3999999999999999,17.721925735473633
123,17,1,6,-0.5,17.760942459106445
123,18,2,6,-0.3999999999999999,17.826217651367188
123,19,2,5,-0.29999999999999993,0.0
123,20,2,6,-0.3999999999999999,17.792570114135742
123,21,2,7,-0.5,0.0
123,22,3,7,-0.3999999999999999,0.0
123,23,3,6,-0.29999999999999993,18.155132293701172
123,24,3,5,-0.19999999999999996,18.068546295166016
123,25,3,4,-0.09999999999999998,0.0
123,26,3,3,-0.19999999999999996,17.846099853515625
123,27,3,2,-0.29999999999999993,17.732215881347656
123,28,4,2,-0.19999999999999996,0.0
123,29,3,2,-0.29999999999999993,0.0
123,30,3,1,-0.3999999999999999,17.771427154541016
123,31,3,0,-0.5,17.875669479370117
123,32,3,0,-0.5,18.001752853393555
123,33,2,0,-0.6,0.0
123,34,2,1,-0.5,0.0
123,35,1,1,-0.6,0.0
123,36,1,0,-0.7,18.094074249267578
123,37,1,1,-0.6,0.0
123,38,0,1,-0.7,0.0
123,39,0,2,-0.6,0.0
124,0,0,0,-0.8,0.0
124,1,1,0,-0.7,18.307170867919922
124,2,1,0,-0.7,0.0
124,3,1,1,-0.6,0.0
124,4,0,1,-0.7,0.0
124,5,1,1,-0.6,18.251953125
124,6,1,0,-0.7,0.0
124,7,2,0,-0.6,0.0
124,8,2,1,-0.5,0.0
124,9,2,2,-0.3999999999999999,18.144166946411133
124,10,2,3,-0.29999999999999993,18.042659759521484
124,11,3,3,-0.19999999999999996,0.0
124,12,3,4,-0.09999999999999998,17.838821411132812
124,13,3,5,-0.19999999999999996,17.905820846557617
124,14,3,6,-0.29999999999999993,0.0
124,15,3,7,-0.3999999999999999,0.0
124,16,3,6,-0.29999999999999993,0.0
124,17,2,6,-0.3999999999999999,0.0
124,18,2,5,-0.29999999999999993,0.0
124,19,3,5,-0.19999999999999996,0.0
124,20,3,6,-0.29999999999999993,0.0
124,21,3,7,-0.3999999999999999,0.0
124,22,3,8,-0.5,18.012794494628906
124,23,3,9,-0.6,0.0
124,24,3,9,-0.6,18.23550796508789
124,25,3,9,-0.6,18.262298583984375
124,26,2,9,-0.7,0.0
124,27,1,9,-0.8,18.374515533447266
124,28,1,9,-0.8,0.0
124,29,0,9,-0.9,18.524547576904297
124,30,0,9,-0.9,0.0
124,31,0,9,-0.9,0.0
124,32,0,8,-0.8,0.0
124,33,1,8,-0.7,18.757965087890625
124,34,2,8,-0.6,18.844079971313477
124,35,1,8,-0.7,0.0
124,36,1,7,-0.6,0.0
124,37,2,7,-0.5,18.983312606811523
124,38,3,7,-0.3999999999999999,0.0
124,39,3,6,-0.29999999999999993,0.0
125,0,0,0,-0.8,0.0
125,1,1,0,-0.7,19.067527770996094
125,2,2,0,-0.6,0.0
125,3,3,0,-0.5,18.942947387695312
125,4,3,0,-0.5,0.0
125,5,4,0,-0.3999999999999999,18.9243106842041
125,6,3,0,-0.5,0.0
125,7,3,0,-0.5,0.0
125,8,3,0,-0.5,0.0
125,9,3,0,-0.5,19.00403594970703
125,10,2,0,-0.6,0.0
125,11,1,0,-0.7,0.0
125,12,2,0,-0.6,19.24412727355957
125,13,3,0,-0.5,0.0
125,14,3,0,-0.5,19.07151985168457
125,15,3,0,-0.5,19.0841121673584
125,16,3,0,-0.5,0.0
125,17,3,1,-0.3999999999999999,19.124711990356445
125,18,3,2,-0.29999999999999993,19.068992614746094
125,19,4,2,-0.19999999999999996,0.0
125,20,4,3,-0.09999999999999998,18.93427276611328
125,21,4,2,-0.19999999999999996,0.0
125,22,4,3,-0.09999999999999998,0.0
125,23,4,4,100.0,0.0
126,0,0,1,-0.7,19.274852752685547
126,1,1,1,-0.6,0.0
126,2,2,1,-0.5,0.0
126,3,2,2,-0.3999999999999999,18.896753311157227
126,4,3,2,-0.29999999999999993,0.0
126,5,4,2,-0.19999999999999996,0.0
126,6,4,1,-0.29999999999999993,0.0
126,7,4,2,-0.19999999999999996,18.465347290039062
126,8,4,3,-0.09999999999999998,18.34876823425293
126,9,5,3,-0.19999999999999996,0.0
126,10,5,2,-0.29999999999999993,0.0
126,11,5,3,-0.19999999999999996,18.093027114868164
126,12,5,2,-0.29999999999999993,0.0
126,13,5,3,-0.19999999999999996,17.912900924682617
126,14,5,4,-0.09999999999999998,0.0
126,15,5,5,-0.19999999999999996,17.957393646240234
126,16,4,5,-0.09999999999999998,0.0
126,17,4,6,-0.19999999999999996,17.993942260742188
126,18,5,6,-0.29999999999999993,0.0
126,19,5,7,-0.3999999999999999,17.949989318847656
126,20,5,8,-0.5,0.0
126,21,4,8,-0.3999999999999999,0.0
126,22,4,9,-0.5,18.159486770629883
126,23,5,9,-0.6,0.0
126,24,5,9,-0.6,0.0
126,25,5,9,-0.6,0.0
126,26,4,9,-0.5,0.0
126,27,4,9,-0.5,0.0
126,28,5,9,-0.6,18.34160804748535
126,29,5,8,-0.5,0.0
126,30,5,7,-0.3999999999999999,18.217348098754883
126,31,5,6,-0.29999999999999993,18.077919006347656
126,32,5,5,-0.19999999999999996,17.918193817138672
126,33,5,4,-0.09999999999999998,17.7421817779541
126,34,5,3,-0.19999999999999996,0.0
126,35,4,3,-0.09999999999999998,0.0
126,36,4,4,100.0,0.0
127,0,0,0,-0.8,0.0
127,1,1,0,-0.7,17.91387939453125
127,2,2,0,-0.6,17.745267868041992
127,3,1,0,-0.7,0.0
127,4,1,1,-0.6,0.0
127,5,0,1,-0.7,0.0
127,6,0,0,-0.8,0.0
127,7,0,0,-0.8,0.0
127,8,0,0,-0.8,17.889808654785156
127,9,0,0,-0.8,17.90462303161621
127,10,0,0,-0.8,17.927865982055664
127,11,1,0,-0.7,17.95870590209961
127,12,1,0,-0.7,0.0
127,13,1,1,-0.6,0.0
127,14,1,2,-0.5,0.0
127,15,1,1,-0.6,17.803943634033203
127,16,2,1,-0.5,0.0
127,17,2,2,-0.3999999999999999,17.779537200927734
127,18,2,1,-0.5,0.0
127,19,2,2,-0.3999999999999999,17.831615447998047
127,20,2,3,-0.29999999999999993,0.0
127,21,2,4,-0.19999999999999996,17.736589431762695
127,22,2,5,-0.29999999999999993,17.815532684326172
127,23,2,6,-0.3999999999999999,17.984819412231445
127,24,3,6,-0.29999999999999993,0.0
127,25,3,7,-0.3999999999999999,18.107576370239258
127,26,4,7,-0.29999999999999993,0.0
127,27,3,7,-0.3999999999999999,0.0
127,28,3,8,-0.5,18.297719955444336
127,29,3,9,-0.6,18.478769302368164
127,30,3,9,-0.6,0.0
127,31,4,9,-0.5,0.0
127,32,4,9,-0.5,0.0
127,33,3,9,-0.6,18.73019790649414
127,34,4,9,-0.5,18.837818145751953
127,35,5,9,-0.6,0.0
127,36,5,9,-0.6,0.0
127,37,6,9,-0.7,0.0
127,38,5,9,-0.6,18.85740852355957
127,39,6,9,-0.7,0.0
128,0,0,0,-0.8,0.0
128,1,1,0,-0.7,18.716476440429688
128,2,1,1,-0.6,0.0
128,3,2,1,-0.5,18.567365646362305
128,4,3,1,-0.3999999999999999,18.439237594604492
128,5,4,1,-0.29999999999999993,18.30335235595703
128,6,5,1,-0.3999999999999999,18.1567440032959
128,7,6,1,-0.5,18.029481887817383
128,8,7,1,-0.6,17.987937927246094
128,9,8,1,-0.7,0.0
128,10,9,1,-0.8,17.976255416870117
128,11,9,1,-0.8,0.0
128,12,9,2,-0.7,18.05693817138672
128,13,9,3,-0.6,18.267364501953125
128,14,9,3,-0.6,0.0
128,15,9,3,-0.6,0.0
128,16,9,2,-0.7,0.0
128,17,9,1,-0.8,18.569379806518555
128,18,8,1,-0.7,0.0
128,19,8,0,-0.8,0.0
128,20,8,1,-0.7,18.65097999572754
128,21,8,2,-0.6,18.822227478027344
128,22,8,3,-0.5,0.0
128,23,9,3,-0.6,0.0
128,24,8,3,-0.5,19.473419189453125
128,25,7,3,-0.3999999999999999,0.0
128,26,7,4,-0.29999999999999993,19.559555053710938
128,27,8,4,-0.3999999999999999,0.0
128,28,7,4,-0.29999999999999993,19.9100399017334
128,29,7,5,-0.3999999999999999,0.0
128,30,7,6,-0.5,0.0
128,31,6,6,-0.3999999999999999,20.290863037109375
128,32,6,5,-0.29999999999999993,0.0
128,33,5,5,-0.19999999999999996,0.0
128,34,6,5,-0.29999999999999993,0.0
128,35,7,5,-0.3999999999999999,0.0
128,36,6,5,-0.29999999999999993,20.007568359375
128,37,5,5,-0.19999999999999996,0.0
128,38,4,5,-0.09999999999999998,19.817628860473633
128,39,3,5,-0.19999999999999996,19.737991333007812
129,0,0,1,-0.7,0.0
129,1,1,1,-0.6,19.469850540161133
129,2,2,1,-0.5,0.0
129,3,2,0,-0.6,0.0
129,4,1,0,-0.7,19.201215744018555
129,5,0,0,-0.8,19.257488250732422
129,6,0,0,-0.8,19.329174041748047
129,7,0,0,-0.8,0.0
129,8,0,0,-0.8,19.300674438476562
129,9,0,0,-0.8,0.0
129,10,0,1,-0.7,0.0
129,11,1,1,-0.6,0.0
129,12,1,0,-0.7,0.0
129,13,2,0,-0.6,19.118330001831055
129,14,1,0,-0.7,19.012266159057617
129,15,2,0,-0.6,19.114871978759766
129,16,3,0,-0.5,19.025184631347656
129,17,2,0,-0.6,0.0
129,18,3,0,-0.5,19.049930572509766
129,19,2,0,-0.6,0.0
129,20,3,0,-0.5,19.09126853942871
129,21,3,0,-0.5,0.0
129,22,4,0,-0.3999999999999999,19.04519271850586
129,23,4,0,-0.3999999999999999,0.0
129,24,5,0,-0.5,0.0
129,25,5,0,-0.5,18.941333770751953
129,26,5,0,-0.5,18.958608627319336
129,27,5,1,-0.3999999999999999,0.0
129,28,5,2,-0.29999999999999993,0.0
129,29,5,1,-0.3999999999999999,18.954965591430664
129,30,5,0,-0.5,18.917387008666992
129,31,5,0,-0.5,0.0
129,32,4,0,-0.3999999999999999,0.0
129,33,4,1,-0.29999999999999993,19.0738525390625
129,34,4,2,-0.19999999999999996,18.978952407836914
129,35,4,3,-0.09999999999999998,18.913291931152344
129,36,4,4,100.0,18.933259963989258
130,0,0,1,-0.7,0.0
130,1,0,2,-0.6,19.235187530517578
130,2,0,3,-0.5,19.172361373901367
130,3,0,4,-0.3999999999999999,19.141788482666016
130,4,0,5,-0.5,19.10796546936035
130,5,0,5,-0.5,0.0
130,6,0,6,-0.6,0.0
130,7,0,7,-0.7,19.34693145751953
130,8,0,8,-0.8,19.543655395507812
130,9,0,9,-0.9,19.753841400146484
130,10,0,8,-0.8,0.0
130,11,0,9,-0.9,0.0
130,12,1,9,-0.8,0.0
130,13,0,9,-0.9,0.0
130,14,0,9,-0.9,0.0
130,15,1,9,-0.8,0.0
130,16,1,8,-0.7,20.25752830505371
130,17,1,9,-0.8,0.0
130,18,1,8,-0.7,0.0
130,19,0,8,-0.8,0.0
130,20,0,8,-0.8,0.0
130,21,0,7,-0.7,20.48708724975586
130,22,0,8,-0.8,0.0
130,23,0,7,-0.7,0.0
130,24,0,6,-0.6,0.0
130,25,1,6,-0.5,20.384260177612305
130,26,0,6,-0.6,0.0
130,27,0,5,-0.5,0.0
130,28,1,5,-0.3999999999999999,0.0
130,29,2,5,-0.29999999999999993,20.360857009887695
130,30,3,5,-0.19999999999999996,0.0
130,31,2,5,-0.29999999999999993,0.0
130,32,2,4,-0.19999999999999996,20.38656234741211
130,33,3,4,-0.09999999999999998,20.13167381286621
130,34,3,3,-0.19999999999999996,20.099720001220703
130,35,3,4,-0.09999999999999998,0.0
130,36,3,3,-0.19999999999999996,20.02469825744629
130,37,4,3,-0.09999999999999998,0.0
130,38,3,3,-0.19999999999999996,0.0
130,39,3,2,-0.29999999999999993,19.649351119995117
131,0,1,0,-0.7,19.901174545288086
131,1,2,0,-0.6,0.0
131,2,3,0,-0.5,0.0
131,3,3,1,-0.3999999999999999,0.0
131,4,4,1,-0.29999999999999993,0.0
131,5,4,0,-0.3999999999999999,19.225540161132812
131,6,4,0,-0.3999999999999999,19.234905242919922
131,7,4,0,-0.3999999999999999,19.205913543701172
131,8,4,0,-0.3999999999999999,19.1793155670166
131,9,4,0,-0.3999999999999999,0.0
131,10,4,0,-0.3999999999999999,19.132579803466797
131,11,4,0,-0.3999999999999999,19.112123489379883
131,12,4,0,-0.3999999999999999,19.093412399291992
131,13,4,0,-0.3999999999999999,19.076316833496094
131,14,4,0,-0.3999999999999999,19.060718536376953
131,15,4,0,-0.3999999999999999,19.046499252319336
131,16,5,0,-0.5,0.0
131,17,5,0,-0.5,18.91630744934082
131,18,6,0,-0.6,0.0
131,19,6,0,-0.6,18.804458618164062
131,20,6,0,-0.6,18.81425666809082
131,21,7,0,-0.7,18.836633682250977
131,22,6,0,-0.6,0.0
131,23,5,0,-0.5,0.0
131,24,5,0,-0.5,0.0
131,25,6,0,-0.6,18.983186721801758
131,26,7,0,-0.7,0.0
131,27,8,0,-0.8,0.0
131,28,8,0,-0.8,18.926462173461914
131,29,8,0,-0.8,18.97342300415039
131,30,9,0,-0.9,0.0
131,31,8,0,-0.8,19.106056213378906
131,32,8,1,-0.7,0.0
131,33,7,1,-0.6,19.304523468017578
131,34,6,1,-0.5,19.35418128967285
131,35,6,2,-0.3999999999999999,0.0
131,36,5,2,-0.29999999999999993,19.512041091918945
131,37,5,1,-0.3999999999999999,0.0
131,38,4,1,-0.29999999999999993,19.45880889892578
131,39,3,1,-0.3999999999999999,19.519235610961914
132,0,0,0,-0.8,0.0
132,1,0,1,-0.7,0.0
132,2,0,2,-0.6,19.94527244567871
132,3,0,3,-0.5,19.953020095825195
132,4,0,4,-0.3999999999999999,19.996553421020508
132,5,1,4,-0.29999999999999993,0.0
132,6,0,4,-0.3999999999999999,0.0
132,7,0,5,-0.5,20.050403594970703
132,8,0,6,-0.6,20.1884822845459
132,9,0,5,-0.5,20.434545516967773
132,10,0,6,-0.6,20.233217239379883
132,11,0,7,-0.7,0.0
132,12,0,6,-0.6,0.0
132,13,0,6,-0.6,0.0
132,14,0,7,-0.7,0.0
132,15,0,6,-0.6,20.838809967041016
132,16,0,5,-0.5,0.0
132,17,0,4,-0.3999999999999999,20.44801139831543
132,18,0,3,-0.5,20.33367347717285
132,19,0,2,-0.6,20.3338623046875
132,20,1,2,-0.5,0.0
132,21,1,1,-0.6,20.259618759155273
132,22,2,1,-0.5,0.0
132,23,3,1,-0.3999999999999999,20.242450714111328
132,24,4,1,-0.29999999999999993,0.0
132,25,4,2,-0.19999999999999996,0.0
132,26,3,2,-0.29999999999999993,0.0
132,27,3,1,-0.3999999999999999,0.0
132,28,3,0,-0.5,0.0
